source_record_id	primary_id_a	primary_id_b	alt_ids_a	alt_ids_b	taxid_a	taxid_b	interaction_type_mi	detection_method_mi	publication_ids	interaction_type_raw	detection_method_raw	expansion_method	source_database	negative	decision	decision_reason
intact:EBI-16106774|imex:IM-22703-6|dip:DIP-70838E	uniprotkb:P04637	uniprotkb:Q07817-1	intact:EBI-366083|uniprotkb:Q15086|uniprotkb:Q15087|uniprotkb:Q15088|uniprotkb:Q16535|uniprotkb:Q16807|uniprotkb:Q16808|uniprotkb:Q16809|uniprotkb:Q16810|uniprotkb:Q16811|uniprotkb:Q16848|uniprotkb:Q86UG1|uniprotkb:Q8J016|uniprotkb:Q99659|uniprotkb:Q9BTM4|uniprotkb:Q9HAQ8|uniprotkb:Q9NP68|uniprotkb:Q9NPJ2|uniprotkb:Q9NZD0|uniprotkb:Q9UBI2|uniprotkb:Q9UQ61|intact:EBI-28980681|uniprotkb:Q2XN98|uniprotkb:Q3LRW1|uniprotkb:Q3LRW2|uniprotkb:Q3LRW3|uniprotkb:Q3LRW4|uniprotkb:Q3LRW5|ensembl:ENSP00000269305.4|ensembl:ENSP00000391478.2|ensembl:ENSP00000424104.2|ensembl:ENSP00000426252.2|ensembl:ENSP00000519624.1|ensembl:ENSP00000519626.1	intact:EBI-287195|intact:EBI-8058735|intact:MINT-89566|intact:EBI-8058554|intact:EBI-8058512|intact:EBI-8058443|ensembl:ENSP00000302564.4|ensembl:ENSP00000365230.2|ensembl:ENSP00000389688.2|ensembl:ENSP00000390760.2|ensembl:ENSP00000395545.2|ensembl:ENSP00000401173.2|ensembl:ENSP00000503725.1|ensembl:ENSP00000504237.1|ensembl:ENSP00000504387.1|ensembl:ENSP00000504536.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0053	pubmed:24814347|doi:10.1038/nsmb.2829|imex:IM-22703	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0053""(fluorescence polarization spectroscopy)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-9396596|imex:IM-22589-1	uniprotkb:P04626	uniprotkb:P06241	intact:EBI-641062|uniprotkb:Q14256|uniprotkb:Q6LDV1|uniprotkb:Q9UMK4|uniprotkb:B2RZG3|uniprotkb:B4DHN3|uniprotkb:X5D2V5|ensembl:ENSP00000269571.4	intact:EBI-515315|uniprotkb:Q16248|uniprotkb:Q5R3A6|uniprotkb:Q5R3A7|uniprotkb:Q8N5D7|uniprotkb:B5BU57|intact:EBI-2561531|uniprotkb:E1P557|uniprotkb:H0UI48|ensembl:ENSP00000346671.3|ensembl:ENSP00000357656.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0077	imex:IM-22589|pubmed:24815698	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0077""(nuclear magnetic resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9396619|imex:IM-22589-2	uniprotkb:P06241	uniprotkb:P04626	intact:EBI-515315|uniprotkb:Q16248|uniprotkb:Q5R3A6|uniprotkb:Q5R3A7|uniprotkb:Q8N5D7|uniprotkb:B5BU57|intact:EBI-2561531|uniprotkb:E1P557|uniprotkb:H0UI48|ensembl:ENSP00000346671.3|ensembl:ENSP00000357656.2	intact:EBI-641062|uniprotkb:Q14256|uniprotkb:Q6LDV1|uniprotkb:Q9UMK4|uniprotkb:B2RZG3|uniprotkb:B4DHN3|uniprotkb:X5D2V5|ensembl:ENSP00000269571.4	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	imex:IM-22589|pubmed:24815698	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9692274|imex:IM-23013-32	uniprotkb:Q8WUF5	uniprotkb:P62826	intact:EBI-5550163|uniprotkb:Q2PNZ9|uniprotkb:Q5DU71|uniprotkb:Q5I1X4|uniprotkb:Q6P1R7|uniprotkb:Q6PKF8|uniprotkb:Q9Y290|ensembl:ENSP00000354218.4|ensembl:ENSP00000403902.1	intact:EBI-286642|uniprotkb:P17080|uniprotkb:P28746|uniprotkb:P28747|uniprotkb:Q6IPB2|uniprotkb:Q86V08|uniprotkb:Q8NI90|uniprotkb:Q9CZA2|uniprotkb:Q9CSP3|uniprotkb:Q9CWI7|ensembl:ENSP00000376176.2|ensembl:ENSP00000446215.1|uniprotkb:Q9UDJ5|uniprotkb:Q9UEU9|uniprotkb:A8K3Z8	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	imex:IM-23013|pubmed:24855949	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-9692277|imex:IM-23013-33	uniprotkb:P62826	uniprotkb:Q13625	intact:EBI-286642|uniprotkb:P17080|uniprotkb:P28746|uniprotkb:P28747|uniprotkb:Q6IPB2|uniprotkb:Q86V08|uniprotkb:Q8NI90|uniprotkb:Q9CZA2|uniprotkb:Q9CSP3|uniprotkb:Q9CWI7|ensembl:ENSP00000376176.2|ensembl:ENSP00000446215.1|uniprotkb:Q9UDJ5|uniprotkb:Q9UEU9|uniprotkb:A8K3Z8	intact:EBI-77642|uniprotkb:Q12892|uniprotkb:Q86X75|uniprotkb:Q96KQ3|uniprotkb:B4DG66	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	imex:IM-23013|pubmed:24855949	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-16107998|imex:IM-24683-7|dip:DIP-199451E	uniprotkb:Q9UBF8-2	uniprotkb:P62491	intact:EBI-16107849|ensembl:ENSP00000357866.1|ensembl:ENSP00000357868.4	intact:EBI-745098|uniprotkb:P24410|uniprotkb:Q5TZN9|uniprotkb:Q9JLX1|uniprotkb:B2R4B6|uniprotkb:B4DT13|ensembl:ENSP00000261890.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:24876499|doi:10.1126/science.1253397|imex:IM-24683	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-16108022|imex:IM-24683-8|dip:DIP-199451E	uniprotkb:Q9UBF8-2	uniprotkb:P62491	intact:EBI-16107849|ensembl:ENSP00000357866.1|ensembl:ENSP00000357868.4	intact:EBI-745098|uniprotkb:P24410|uniprotkb:Q5TZN9|uniprotkb:Q9JLX1|uniprotkb:B2R4B6|uniprotkb:B4DT13|ensembl:ENSP00000261890.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:24876499|doi:10.1126/science.1253397|imex:IM-24683	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-9915264|imex:IM-23264-7	uniprotkb:Q96PQ0	uniprotkb:P08138	intact:EBI-9826869|ensembl:ENSP00000422185.2|uniprotkb:Q9P2L7	intact:EBI-1387782|uniprotkb:B2R961|uniprotkb:B4E096|ensembl:ENSP00000172229.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	imex:IM-23264|pubmed:24908487	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:1332""(bhf-ucl)"	false	candidate	auto_direct_candidate
intact:EBI-9915188|imex:IM-23264-6	uniprotkb:Q96PQ0	uniprotkb:P20783	intact:EBI-9826869|ensembl:ENSP00000422185.2|uniprotkb:Q9P2L7	intact:EBI-1025994|uniprotkb:Q6FH50|uniprotkb:B7Z1T5|ensembl:ENSP00000328738.6	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	imex:IM-23264|pubmed:24908487	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:1332""(bhf-ucl)"	false	candidate	auto_direct_candidate
intact:EBI-9827043|imex:IM-23264-3	uniprotkb:Q96PQ0	uniprotkb:P01138-PRO_0000019599	intact:EBI-9826869|ensembl:ENSP00000422185.2|uniprotkb:Q9P2L7	intact:EBI-9345310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	imex:IM-23264|pubmed:24908487	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:1332""(bhf-ucl)"	false	candidate	auto_direct_candidate
intact:EBI-9915169|imex:IM-23264-5	uniprotkb:Q96PQ0	uniprotkb:P23560	intact:EBI-9826869|ensembl:ENSP00000422185.2|uniprotkb:Q9P2L7	intact:EBI-1026003|uniprotkb:Q9BYY7|uniprotkb:Q9UC24|uniprotkb:A7LA85|uniprotkb:A7LA92|uniprotkb:Q598Q1|uniprotkb:Q6DN19|uniprotkb:Q6YNR2|uniprotkb:Q6YNR3|uniprotkb:D3DQZ2|ensembl:ENSP00000349084.4|ensembl:ENSP00000379302.3|ensembl:ENSP00000379305.3|ensembl:ENSP00000379307.3|ensembl:ENSP00000389345.2|ensembl:ENSP00000400502.1|ensembl:ENSP00000432035.1|ensembl:ENSP00000432376.1|ensembl:ENSP00000432727.1|ensembl:ENSP00000435564.1|ensembl:ENSP00000435805.1|ensembl:ENSP00000437138.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	imex:IM-23264|pubmed:24908487	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:1332""(bhf-ucl)"	false	candidate	auto_direct_candidate
intact:EBI-9546405|imex:IM-22923-1	uniprotkb:P15927	uniprotkb:Q9NZC9	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	intact:EBI-5457961|uniprotkb:A6NEH0|uniprotkb:Q53R00|uniprotkb:Q96AY1|uniprotkb:Q9NXQ5|uniprotkb:Q9UFH3|uniprotkb:Q9UI93|ensembl:ENSP00000349823.4|ensembl:ENSP00000350940.5|ensembl:ENSP00000394410.2|ensembl:ENSP00000398969.2|ensembl:ENSP00000405077.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546637|imex:IM-22923-17	uniprotkb:P13051	uniprotkb:P15927	intact:EBI-1025947|uniprotkb:O00637|uniprotkb:O00719|uniprotkb:Q93028|uniprotkb:A8K5M6|uniprotkb:B2R8Y1|ensembl:ENSP00000242576.3	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0077	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0077""(nuclear magnetic resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546671|imex:IM-22923-18	uniprotkb:Q9BVW5	uniprotkb:P15927	intact:EBI-2515360|uniprotkb:Q9NWZ6|uniprotkb:B2CW64|ensembl:ENSP00000261881.4	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0077	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0077""(nuclear magnetic resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546424|imex:IM-22923-2	uniprotkb:Q9NZC9	uniprotkb:P15927	intact:EBI-5457961|uniprotkb:A6NEH0|uniprotkb:Q53R00|uniprotkb:Q96AY1|uniprotkb:Q9NXQ5|uniprotkb:Q9UFH3|uniprotkb:Q9UI93|ensembl:ENSP00000349823.4|ensembl:ENSP00000350940.5|ensembl:ENSP00000394410.2|ensembl:ENSP00000398969.2|ensembl:ENSP00000405077.2	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0077	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0077""(nuclear magnetic resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546489|imex:IM-22923-7	uniprotkb:Q9NZC9	uniprotkb:P15927	intact:EBI-5457961|uniprotkb:A6NEH0|uniprotkb:Q53R00|uniprotkb:Q96AY1|uniprotkb:Q9NXQ5|uniprotkb:Q9UFH3|uniprotkb:Q9UI93|ensembl:ENSP00000349823.4|ensembl:ENSP00000350940.5|ensembl:ENSP00000394410.2|ensembl:ENSP00000398969.2|ensembl:ENSP00000405077.2	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546554|imex:IM-22923-12	uniprotkb:P15927	uniprotkb:P13051	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	intact:EBI-1025947|uniprotkb:O00637|uniprotkb:O00719|uniprotkb:Q93028|uniprotkb:A8K5M6|uniprotkb:B2R8Y1|ensembl:ENSP00000242576.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546580|imex:IM-22923-14	uniprotkb:P15927	uniprotkb:P13051	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	intact:EBI-1025947|uniprotkb:O00637|uniprotkb:O00719|uniprotkb:Q93028|uniprotkb:A8K5M6|uniprotkb:B2R8Y1|ensembl:ENSP00000242576.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546567|imex:IM-22923-13	uniprotkb:P13051	uniprotkb:P15927	intact:EBI-1025947|uniprotkb:O00637|uniprotkb:O00719|uniprotkb:Q93028|uniprotkb:A8K5M6|uniprotkb:B2R8Y1|ensembl:ENSP00000242576.3	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546608|imex:IM-22923-16	uniprotkb:Q9BVW5	uniprotkb:P15927	intact:EBI-2515360|uniprotkb:Q9NWZ6|uniprotkb:B2CW64|ensembl:ENSP00000261881.4	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546515|imex:IM-22923-9	uniprotkb:Q9NZC9	uniprotkb:P15927	intact:EBI-5457961|uniprotkb:A6NEH0|uniprotkb:Q53R00|uniprotkb:Q96AY1|uniprotkb:Q9NXQ5|uniprotkb:Q9UFH3|uniprotkb:Q9UI93|ensembl:ENSP00000349823.4|ensembl:ENSP00000350940.5|ensembl:ENSP00000394410.2|ensembl:ENSP00000398969.2|ensembl:ENSP00000405077.2	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546441|imex:IM-22923-3	uniprotkb:Q9NZC9	uniprotkb:P15927	intact:EBI-5457961|uniprotkb:A6NEH0|uniprotkb:Q53R00|uniprotkb:Q96AY1|uniprotkb:Q9NXQ5|uniprotkb:Q9UFH3|uniprotkb:Q9UI93|ensembl:ENSP00000349823.4|ensembl:ENSP00000350940.5|ensembl:ENSP00000394410.2|ensembl:ENSP00000398969.2|ensembl:ENSP00000405077.2	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546476|imex:IM-22923-6	uniprotkb:P15927	uniprotkb:Q9NZC9	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	intact:EBI-5457961|uniprotkb:A6NEH0|uniprotkb:Q53R00|uniprotkb:Q96AY1|uniprotkb:Q9NXQ5|uniprotkb:Q9UFH3|uniprotkb:Q9UI93|ensembl:ENSP00000349823.4|ensembl:ENSP00000350940.5|ensembl:ENSP00000394410.2|ensembl:ENSP00000398969.2|ensembl:ENSP00000405077.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546463|imex:IM-22923-5	uniprotkb:Q9NZC9	uniprotkb:P15927	intact:EBI-5457961|uniprotkb:A6NEH0|uniprotkb:Q53R00|uniprotkb:Q96AY1|uniprotkb:Q9NXQ5|uniprotkb:Q9UFH3|uniprotkb:Q9UI93|ensembl:ENSP00000349823.4|ensembl:ENSP00000350940.5|ensembl:ENSP00000394410.2|ensembl:ENSP00000398969.2|ensembl:ENSP00000405077.2	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546593|imex:IM-22923-15	uniprotkb:P15927	uniprotkb:Q9BVW5	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	intact:EBI-2515360|uniprotkb:Q9NWZ6|uniprotkb:B2CW64|ensembl:ENSP00000261881.4	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546452|imex:IM-22923-4	uniprotkb:P15927	uniprotkb:Q9NZC9	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	intact:EBI-5457961|uniprotkb:A6NEH0|uniprotkb:Q53R00|uniprotkb:Q96AY1|uniprotkb:Q9NXQ5|uniprotkb:Q9UFH3|uniprotkb:Q9UI93|ensembl:ENSP00000349823.4|ensembl:ENSP00000350940.5|ensembl:ENSP00000394410.2|ensembl:ENSP00000398969.2|ensembl:ENSP00000405077.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546528|imex:IM-22923-10	uniprotkb:P15927	uniprotkb:Q9NZC9	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	intact:EBI-5457961|uniprotkb:A6NEH0|uniprotkb:Q53R00|uniprotkb:Q96AY1|uniprotkb:Q9NXQ5|uniprotkb:Q9UFH3|uniprotkb:Q9UI93|ensembl:ENSP00000349823.4|ensembl:ENSP00000350940.5|ensembl:ENSP00000394410.2|ensembl:ENSP00000398969.2|ensembl:ENSP00000405077.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546502|imex:IM-22923-8	uniprotkb:Q9NZC9	uniprotkb:P15927	intact:EBI-5457961|uniprotkb:A6NEH0|uniprotkb:Q53R00|uniprotkb:Q96AY1|uniprotkb:Q9NXQ5|uniprotkb:Q9UFH3|uniprotkb:Q9UI93|ensembl:ENSP00000349823.4|ensembl:ENSP00000350940.5|ensembl:ENSP00000394410.2|ensembl:ENSP00000398969.2|ensembl:ENSP00000405077.2	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-9546541|imex:IM-22923-11	uniprotkb:P15927	uniprotkb:Q9NZC9	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	intact:EBI-5457961|uniprotkb:A6NEH0|uniprotkb:Q53R00|uniprotkb:Q96AY1|uniprotkb:Q9NXQ5|uniprotkb:Q9UFH3|uniprotkb:Q9UI93|ensembl:ENSP00000349823.4|ensembl:ENSP00000350940.5|ensembl:ENSP00000394410.2|ensembl:ENSP00000398969.2|ensembl:ENSP00000405077.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:24910198|imex:IM-22923	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-16109808|imex:IM-23113-1|dip:DIP-197144E	uniprotkb:Q5JRX3-1	uniprotkb:P05067-PRO_0000000093	intact:EBI-16109799|ensembl:ENSP00000224949.4	intact:EBI-2431589|intact:EBI-20772365	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:24931469|doi:10.1016/j.str.2014.05.003|imex:IM-23113	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-16110469|imex:IM-23114-2|dip:DIP-190429E	uniprotkb:Q08209-1	uniprotkb:O95644	intact:EBI-15637215|ensembl:ENSP00000378323.3	intact:EBI-6907210|uniprotkb:Q12865|uniprotkb:Q15793|uniprotkb:B5B2M4|uniprotkb:B5B2M5|uniprotkb:B5B2M6|uniprotkb:B5B2M7|uniprotkb:B5B2M8|uniprotkb:B5B2M9|uniprotkb:B5B2N1|uniprotkb:Q2M1S3|ensembl:ENSP00000389377.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:24954618|doi:10.1016/j.str.2014.05.006|imex:IM-23114	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
